Game_ID,Date,Season,Team_H,Points_H,Team_A,Points_A,H_Team_Elo_Before,A_Team_Elo_Before,H_Team_Elo_After,A_Team_Elo_After,H_Last_10_Avg_Points_H,H_Last_10_Avg_FG_H,H_Last_10_Avg_FGA_H,H_Last_10_Avg_2P_H,H_Last_10_Avg_2PA_H,H_Last_10_Avg_3P_H,H_Last_10_Avg_3PA_H,H_Last_10_Avg_FT_H,H_Last_10_Avg_FTA_H,H_Last_10_Avg_ORB_H,H_Last_10_Avg_TRB_H,H_Last_10_Avg_AST_H,H_Last_10_Avg_STL_H,H_Last_10_Avg_BLK_H,A_Last_10_Avg_Points_A,A_Last_10_Avg_FG_A,A_Last_10_Avg_FGA_A,A_Last_10_Avg_2P_A,A_Last_10_Avg_2PA_A,A_Last_10_Avg_3P_A,A_Last_10_Avg_3PA_A,A_Last_10_Avg_FT_A,A_Last_10_Avg_FTA_A,A_Last_10_Avg_ORB_A,A_Last_10_Avg_TRB_A,A_Last_10_Avg_AST_A,A_Last_10_Avg_STL_A
18823,2017-03-20,2017,CHO,105.0,ATL,90.0,1476.1131195922164,1476.5199216799726,1486.9560625959068,1465.6769786762823,106.3,39.0,86.7,28.9,55.9,10.1,30.8,18.2,22.0,8.7,43.3,24.7,6.8,4.7,103.1,37.2,82.0,27.9,54.8,9.3,27.2,19.4,26.3,8.0,45.7,21.9,7.9
18822,2017-03-20,2017,BOS,110.0,WAS,102.0,1581.3027208611873,1586.698157663034,1588.7704506328223,1579.230427891399,110.4,38.9,83.8,25.4,48.6,13.5,35.2,19.1,23.5,8.1,43.6,26.4,7.9,4.3,114.8,41.6,88.9,32.1,63.2,9.5,25.7,22.1,28.8,9.8,44.7,23.7,8.1
18824,2017-03-20,2017,ORL,112.0,PHI,109.0,1371.2661130813383,1413.0389472234062,1376.5976817256337,1407.7073785791108,100.7,37.3,85.0,30.9,62.8,6.4,22.2,19.7,25.2,10.0,44.5,20.2,6.2,5.1,105.8,39.9,88.5,31.1,60.7,8.8,27.8,17.2,23.2,10.7,44.5,22.8,9.8
18836,2017-03-21,2017,TOR,122.0,CHI,120.0,1553.8700393226743,1464.1292362613888,1556.450770600172,1461.548504983891,105.0,38.8,83.6,30.3,60.6,8.5,23.0,18.9,23.4,9.8,45.3,17.7,6.9,5.2,99.5,38.6,86.7,29.8,60.2,8.8,26.5,13.5,18.2,10.9,42.6,24.2,6.7
18837,2017-03-21,2017,NOP,95.0,MEM,82.0,1482.727619787418,1545.9830552818962,1495.4201269747268,1533.2905480945874,104.3,39.5,85.0,30.7,57.3,8.8,27.7,16.5,21.7,8.3,45.8,22.5,7.4,5.4,104.6,38.3,84.9,28.9,57.5,9.4,27.4,18.6,23.5,11.6,43.1,22.9,7.1
18840,2017-03-21,2017,DAL,87.0,GSW,112.0,1467.680863902881,1722.1530812582,1459.53002438115,1730.3039207799309,104.7,38.0,81.2,27.6,54.4,10.4,26.8,18.3,22.1,7.6,42.8,22.1,6.9,2.8,108.3,39.9,87.8,29.8,57.4,10.1,30.4,18.4,23.4,11.4,41.0,26.1,10.4
18841,2017-03-21,2017,LAL,109.0,LAC,133.0,1321.840014260159,1571.0004932111392,1313.7127199190102,1579.127787552288,105.7,41.1,86.3,31.2,59.3,9.9,27.0,13.6,18.7,10.3,42.4,22.8,8.9,5.0,105.6,39.4,82.3,28.8,55.1,10.6,27.2,16.2,23.2,8.2,40.4,21.4,6.0
18842,2017-03-21,2017,MIA,112.0,PHO,97.0,1566.6382664919875,1362.7546633406998,1570.6224382247688,1358.7704916079185,114.9,42.7,83.8,30.4,53.9,12.3,29.9,17.2,22.9,10.1,42.4,22.2,7.6,7.0,104.8,39.1,88.1,31.9,65.4,7.2,22.7,19.4,25.2,9.7,40.8,20.0,8.3
18845,2017-03-21,2017,MIN,93.0,SAS,100.0,1512.6549949180403,1687.5765360257756,1507.4576863209227,1692.7738446228932,108.1,40.8,83.1,34.1,63.3,6.7,19.8,19.8,24.2,11.0,42.2,24.3,8.6,3.1,103.4,38.7,85.3,30.6,61.6,8.1,23.7,17.9,21.8,12.2,47.8,22.4,7.3
18846,2017-03-21,2017,POR,90.0,MIL,93.0,1526.353482558045,1500.763737061837,1519.129447342804,1507.987772277078,113.9,41.8,88.2,29.9,58.8,11.9,29.4,18.4,23.8,11.0,45.7,23.3,6.2,5.1,109.5,40.1,80.6,29.9,55.0,10.2,25.6,19.1,25.2,7.8,37.8,24.9,8.0
18850,2017-03-21,2017,BRK,98.0,DET,96.0,1307.1623528120188,1477.1536825020025,1314.3360327094472,1469.980002604574,105.2,35.5,81.7,23.3,50.1,12.2,31.6,22.0,27.6,9.3,43.2,21.3,6.2,4.7,100.5,40.1,90.4,34.0,68.0,6.1,22.4,14.2,20.4,12.6,45.1,17.9,6.4
18867,2017-03-22,2017,OKC,122.0,PHI,97.0,1560.9775599918214,1407.7073785791108,1568.4111173599845,1400.2738212109477,110.7,41.2,86.1,32.5,63.2,8.7,22.9,19.6,27.5,12.4,46.4,20.9,7.3,4.2,107.1,40.2,90.2,31.0,61.8,9.2,28.4,17.5,22.8,10.9,45.7,23.5,10.5
18866,2017-03-22,2017,DEN,126.0,CLE,113.0,1543.3387385434244,1571.1892612691868,1554.393379108274,1560.134620704337,113.1,41.7,86.0,29.2,54.5,12.5,31.5,17.2,23.2,10.4,44.8,28.2,8.2,3.3,108.3,40.2,83.3,27.2,48.3,13.0,35.0,14.9,20.9,7.4,40.1,22.4,4.3
18865,2017-03-22,2017,SAC,98.0,MIL,116.0,1405.0808171555439,1507.987772277078,1392.3777767162578,1520.690812716364,104.5,38.8,82.7,28.0,58.6,10.8,24.1,16.1,20.8,7.6,41.1,22.8,7.3,3.6,107.1,39.4,81.3,29.4,56.5,10.0,24.8,18.3,24.1,8.5,38.9,23.9,7.9
18861,2017-03-22,2017,BOS,109.0,IND,100.0,1588.7704506328223,1501.8978394819596,1594.0421243044511,1496.6261658103308,108.6,37.9,84.2,25.0,49.1,12.9,35.1,19.9,24.8,9.3,44.2,24.4,8.1,4.4,96.4,36.7,83.6,28.4,59.3,8.3,24.3,14.7,19.2,10.8,43.1,23.7,6.9
18856,2017-03-22,2017,WAS,104.0,ATL,100.0,1579.230427891399,1465.6769786762823,1582.2343223748685,1462.6730841928127,111.6,40.8,87.7,29.7,60.6,11.1,27.1,18.9,22.9,10.4,41.4,26.8,8.4,5.0,100.2,36.6,82.1,27.8,54.2,8.8,27.9,18.2,25.4,8.6,46.3,21.6,7.7
18855,2017-03-22,2017,UTA,108.0,NYK,101.0,1569.6637270749372,1380.0941384741022,1572.3542068722352,1377.4036586768043,98.5,35.5,79.8,25.8,54.2,9.7,25.6,17.8,23.3,10.1,44.1,18.7,6.6,3.6,102.2,37.9,88.6,29.9,65.0,8.0,23.6,18.4,23.3,12.0,46.1,22.1,7.2
18854,2017-03-22,2017,CHI,117.0,DET,95.0,1461.548504983891,1469.980002604574,1476.1350782390414,1455.3934293494237,103.0,38.9,88.0,30.8,65.0,8.1,23.0,17.1,20.8,10.7,44.5,24.6,8.4,4.7,99.9,40.0,90.1,34.3,67.9,5.7,22.2,14.2,20.4,12.6,45.6,17.2,6.6
18858,2017-03-22,2017,ORL,102.0,CHO,109.0,1376.5976817256337,1486.9560625959068,1369.783281465534,1493.7704628560068,101.7,37.1,86.4,30.8,63.3,6.3,23.1,21.2,26.6,10.3,45.4,19.9,6.8,4.8,101.3,36.0,83.9,24.3,51.6,11.7,32.3,17.6,20.4,7.3,41.6,20.0,7.3
18868,2017-03-23,2017,BRK,126.0,PHO,98.0,1314.3360327094472,1358.7704916079185,1334.3787077086265,1338.7278166087392,105.3,36.1,81.9,24.0,50.2,12.1,31.7,21.0,27.2,9.5,43.4,21.5,5.6,4.9,102.5,37.9,87.4,31.3,65.5,6.6,21.9,20.1,26.4,9.9,42.1,19.3,8.0
18871,2017-03-23,2017,SAS,97.0,MEM,90.0,1692.7738446228932,1533.2905480945874,1695.9314102106769,1530.1329825068037,108.4,40.2,84.1,29.6,57.4,10.6,26.7,17.4,22.2,9.8,44.5,26.5,8.7,6.7,100.9,37.0,83.6,28.1,55.7,8.9,27.9,18.0,22.8,10.9,42.6,21.8,7.2
18873,2017-03-23,2017,MIA,84.0,TOR,101.0,1570.6224382247688,1556.450770600172,1552.3265984017391,1574.7466104232017,113.6,42.1,85.2,29.9,54.8,12.2,30.4,17.2,22.9,10.8,42.4,21.1,8.3,7.0,97.5,36.2,81.1,29.3,58.4,6.9,22.7,18.2,22.9,9.9,43.2,16.9,7.3
18876,2017-03-23,2017,POR,110.0,NYK,95.0,1519.129447342804,1377.4036586768043,1524.6717512290975,1371.8613547905109,111.7,41.5,88.4,30.8,60.4,10.7,28.0,18.0,24.3,11.5,47.3,22.4,6.8,5.4,102.8,38.2,86.7,29.9,63.7,8.3,23.0,18.1,22.0,10.8,43.9,21.7,6.1
18877,2017-03-23,2017,DAL,97.0,LAC,95.0,1459.53002438115,1579.127787552288,1465.645774407969,1573.0120375254692,102.2,36.9,81.7,25.9,53.5,11.0,28.2,17.4,20.8,8.3,43.0,22.4,6.5,2.7,107.0,39.4,81.5,28.3,53.5,11.1,28.0,17.1,23.6,8.1,40.5,21.5,5.6
18895,2017-03-24,2017,LAL,130.0,MIN,119.0,1313.7127199190102,1507.4576863209227,1331.2314246442556,1489.9389815956772,105.8,41.3,86.8,32.2,61.1,9.1,25.7,14.1,19.9,10.1,41.4,22.4,8.2,5.0,106.2,41.0,87.1,34.6,67.8,6.4,19.3,17.8,22.3,12.6,44.1,23.6,8.0
18891,2017-03-24,2017,CHI,107.0,PHI,117.0,1476.1350782390414,1400.2738212109477,1460.7302542206332,1415.6786452293559,102.6,39.1,87.1,30.7,63.2,8.4,23.9,16.0,19.9,10.4,43.2,25.3,8.8,4.4,105.6,39.9,89.4,31.0,61.3,8.9,28.1,16.9,21.8,10.2,43.7,22.9,10.0
18890,2017-03-24,2017,ORL,115.0,DET,87.0,1369.783281465534,1455.3934293494237,1393.177376887425,1431.9993339275327,100.8,37.0,86.8,30.3,61.8,6.7,25.0,20.1,25.2,10.9,45.0,19.8,6.9,4.3,99.1,39.3,90.0,33.3,67.0,6.0,23.0,14.5,20.9,12.9,45.8,17.9,6.6
18887,2017-03-24,2017,MIL,100.0,ATL,97.0,1520.690812716364,1462.6730841928127,1524.1628616192145,1459.2010352899622,102.7,37.8,78.5,30.3,56.5,7.5,22.0,19.6,22.8,7.5,35.6,23.3,8.4,4.3,100.9,36.6,82.1,27.7,54.3,8.9,27.8,18.8,26.2,8.8,46.4,22.3,7.8
18885,2017-03-24,2017,WAS,129.0,BRK,108.0,1582.2343223748685,1334.3787077086265,1586.1649585235855,1330.4480715599095,111.5,40.8,88.9,29.6,61.5,11.2,27.4,18.7,23.0,11.4,42.2,27.1,8.3,5.0,107.7,38.4,82.9,27.8,52.1,10.6,30.8,20.3,26.7,7.8,42.2,21.6,7.2
18881,2017-03-24,2017,BOS,130.0,PHO,120.0,1594.0421243044511,1338.7278166087392,1596.3498717576229,1336.4200691555675,108.2,38.6,84.4,25.9,49.8,12.7,34.6,18.3,22.9,9.7,44.1,24.8,8.0,4.1,101.8,38.1,89.0,32.0,67.5,6.1,21.5,19.5,26.3,10.8,43.2,19.8,8.7
18880,2017-03-24,2017,HOU,117.0,NOP,107.0,1622.3542359038952,1495.4201269747268,1626.9619979242782,1490.8123649543438,123.2,40.8,87.6,25.2,45.9,15.6,41.7,26.0,34.9,12.5,42.0,27.0,10.0,3.6,104.4,37.8,82.8,28.2,56.8,9.6,26.0,19.2,26.4,8.2,41.0,21.8,8.9
18879,2017-03-24,2017,CHO,105.0,CLE,112.0,1493.7704628560068,1560.134620704337,1485.7212204680297,1568.1838630923141,106.2,39.4,87.2,29.3,57.1,10.1,30.1,17.3,21.6,8.5,43.2,25.1,7.6,4.4,108.7,40.7,83.9,27.2,47.3,13.5,36.6,13.8,19.3,7.6,40.4,23.2,3.8
18878,2017-03-24,2017,GSW,114.0,SAC,100.0,1730.3039207799309,1392.3777767162578,1732.0791132310248,1390.6025842651638,116.8,44.2,87.2,31.0,55.9,13.2,31.3,15.2,19.8,9.0,47.1,31.3,9.7,9.5,99.7,37.3,81.7,29.6,60.4,7.7,21.3,17.4,23.4,8.8,40.9,23.3,7.2
18884,2017-03-24,2017,IND,117.0,DEN,125.0,1496.6261658103308,1554.393379108274,1487.6674347537387,1563.3521101648662,103.8,38.3,80.8,29.0,58.5,9.3,22.3,17.9,22.1,8.0,41.0,21.3,6.1,5.0,112.3,42.4,90.6,30.2,57.9,12.2,32.7,15.3,18.8,13.7,45.6,24.3,8.0
18898,2017-03-25,2017,DAL,86.0,TOR,94.0,1465.645774407969,1574.7466104232017,1458.2548491233988,1582.1375357077718,100.7,36.2,80.8,26.0,53.5,10.2,27.3,18.1,22.0,7.5,41.3,21.8,6.6,2.8,97.3,35.7,80.3,28.7,57.2,7.0,23.1,18.9,24.1,10.2,43.8,15.8,7.4
18899,2017-03-25,2017,CLE,115.0,WAS,127.0,1568.1838630923141,1586.1649585235855,1555.0401840186119,1599.3086375972878,110.7,40.9,82.5,27.7,49.7,13.2,32.8,15.7,21.2,7.8,45.8,24.3,6.1,4.7,113.6,41.3,87.8,31.9,61.1,9.4,26.7,21.6,28.1,8.9,43.2,24.0,7.8
18900,2017-03-25,2017,SAS,106.0,NYK,98.0,1695.9314102106769,1371.8613547905109,1697.290653362977,1370.5021116382106,107.9,40.1,82.9,29.3,55.7,10.8,27.2,16.9,21.8,9.0,42.1,26.5,8.0,6.3,101.8,37.7,86.9,30.0,63.8,7.7,23.1,18.7,22.6,11.1,44.0,22.1,5.8
18903,2017-03-25,2017,LAC,108.0,UTA,95.0,1573.0120375254692,1572.3542068722352,1582.8354680529171,1562.5307763447872,108.9,39.6,82.3,30.3,54.6,9.3,27.7,20.4,28.0,8.5,42.3,24.2,9.1,3.7,101.2,37.3,80.8,28.3,55.6,9.0,25.2,17.6,22.9,10.1,44.0,20.4,6.8
18905,2017-03-25,2017,POR,112.0,MIN,100.0,1524.6717512290975,1489.9389815956772,1532.7101017652128,1481.9006310595619,111.6,40.8,87.1,30.0,59.7,10.8,27.4,19.2,26.0,11.6,48.1,21.3,6.5,5.4,107.3,41.2,87.7,34.6,68.0,6.6,19.7,18.3,22.6,12.7,43.8,24.3,8.8
18920,2017-03-26,2017,BOS,112.0,MIA,108.0,1596.3498717576229,1552.3265984017391,1600.538971230774,1548.137498928588,110.3,39.4,85.1,26.5,50.0,12.9,35.1,18.6,23.4,9.7,45.2,25.5,8.2,4.4,105.5,40.0,89.1,28.8,59.0,11.2,30.1,14.3,18.6,13.1,46.4,22.0,6.4
18924,2017-03-26,2017,GSW,106.0,MEM,94.0,1732.0791132310248,1530.1329825068037,1735.5591067305713,1526.6529890072572,113.8,42.9,86.9,30.4,55.9,12.5,31.0,15.5,20.0,9.4,46.7,31.5,10.2,9.6,99.7,36.4,83.1,26.8,54.2,9.6,28.9,17.3,22.1,11.1,43.9,21.5,6.6
18923,2017-03-26,2017,LAC,97.0,SAC,98.0,1582.8354680529171,1390.6025842651638,1575.0198593747573,1398.4181929433237,107.7,39.4,82.7,30.4,54.8,9.0,27.9,19.9,26.9,8.7,43.3,23.2,9.3,3.5,98.8,37.2,82.1,29.6,61.4,7.6,20.7,16.8,22.1,8.6,40.8,23.3,7.3
18921,2017-03-26,2017,MIL,94.0,CHI,109.0,1524.1628616192145,1460.7302542206332,1504.8208779901306,1480.072237849717,101.3,37.7,79.7,30.2,57.8,7.5,21.9,18.4,21.3,8.0,35.7,23.3,8.3,4.4,100.3,38.5,87.6,28.9,59.3,9.6,28.3,13.7,17.8,11.0,43.0,24.6,6.6
18919,2017-03-26,2017,DEN,90.0,NOP,115.0,1563.3521101648662,1490.8123649543438,1535.1377461390848,1519.0267289801252,115.8,43.0,86.2,30.5,55.5,12.5,30.7,17.3,22.7,10.0,44.3,29.2,8.5,2.8,102.9,37.4,84.4,27.6,57.1,9.8,27.3,18.3,25.1,8.0,40.3,21.9,9.0
18911,2017-03-26,2017,LAL,81.0,POR,97.0,1331.2314246442556,1532.7101017652128,1323.5293524952085,1540.41217391426,106.8,41.2,86.7,31.9,61.3,9.3,25.4,15.1,20.9,10.0,41.2,22.5,8.1,4.2,107.0,38.9,82.0,29.3,59.1,9.6,22.9,19.6,25.3,9.7,44.4,18.3,6.8
18914,2017-03-26,2017,CHO,120.0,PHO,106.0,1485.7212204680297,1336.4200691555675,1490.8122215144094,1331.3290681091878,105.6,39.2,86.0,28.8,54.7,10.4,31.3,16.8,21.1,8.7,42.3,25.0,7.6,4.1,103.2,38.0,88.3,31.8,67.6,6.2,20.7,21.0,28.7,10.9,43.2,19.5,8.9
18910,2017-03-26,2017,HOU,137.0,OKC,125.0,1626.9619979242782,1568.4111173599845,1634.17075898411,1561.2023563001526,122.1,40.8,88.0,25.4,46.2,15.4,41.8,25.1,33.3,13.0,43.7,26.8,9.6,3.7,104.1,37.2,89.2,28.9,61.6,8.3,27.6,21.4,27.7,13.6,49.5,20.5,8.5
18909,2017-03-26,2017,IND,107.0,PHI,94.0,1487.6674347537387,1415.6786452293559,1494.7937197228748,1408.55236026022,106.2,39.8,81.6,30.0,59.5,9.8,22.1,16.8,20.3,7.8,41.2,21.3,6.3,4.8,106.8,40.4,89.1,31.9,61.8,8.5,27.3,17.5,22.4,10.4,43.2,22.8,10.1
18917,2017-03-26,2017,ATL,92.0,BRK,107.0,1459.2010352899622,1330.4480715599095,1436.4653471643037,1353.183759685568,104.7,37.5,81.5,29.2,57.1,8.3,24.4,21.4,29.7,9.9,42.6,22.3,8.9,5.4,107.8,38.8,82.5,29.1,53.8,9.7,28.7,20.5,27.2,8.0,41.5,21.4,7.4
18928,2017-03-27,2017,TOR,131.0,ORL,112.0,1582.1375357077718,1393.177376887425,1587.2097123822991,1388.1052002128977,106.4,39.2,83.7,30.9,61.5,8.3,22.2,19.7,24.6,10.1,44.9,17.6,7.0,5.0,100.2,38.3,88.7,30.3,61.7,8.0,27.0,15.6,20.9,10.8,43.0,20.4,7.9
18931,2017-03-27,2017,UTA,108.0,NOP,100.0,1562.5307763447872,1519.0267289801252,1568.5589155024788,1512.9985898224336,99.8,36.7,82.6,27.3,56.7,9.4,25.9,17.0,23.3,11.7,45.8,18.6,6.8,3.9,104.5,38.8,85.9,29.4,59.0,9.4,26.9,17.5,24.2,8.4,42.7,22.5,8.6
18932,2017-03-27,2017,SAS,103.0,CLE,74.0,1697.290653362977,1555.0401840186119,1706.04889975763,1546.281937623959,106.4,40.1,84.9,29.3,57.3,10.8,27.6,15.4,20.0,9.9,43.3,26.4,7.8,6.1,108.3,40.4,82.7,27.3,47.5,13.1,35.2,14.4,19.5,7.0,39.9,23.1,4.1
18933,2017-03-27,2017,NYK,109.0,DET,95.0,1370.5021116382106,1431.9993339275327,1383.7372339322142,1418.7642116335292,104.6,39.9,83.9,31.3,59.5,8.6,24.4,16.2,21.1,9.2,41.7,21.5,7.2,5.6,96.9,38.4,89.9,32.5,67.4,5.9,22.5,14.2,20.0,12.9,45.7,18.2,6.3
18934,2017-03-27,2017,SAC,91.0,MEM,90.0,1398.4181929433237,1526.6529890072572,1403.6826880370756,1521.3884939135053,103.5,39.1,83.1,29.1,60.0,10.0,23.1,15.3,19.7,7.6,40.9,22.0,6.7,4.0,98.4,37.0,83.9,27.6,54.9,9.4,29.0,15.0,19.7,11.1,43.4,21.9,7.0
18938,2017-03-27,2017,DAL,91.0,OKC,92.0,1458.2548491233988,1561.2023563001526,1454.8842151311246,1564.5729902924268,99.5,35.8,81.3,25.8,53.9,10.0,27.4,17.9,21.5,8.3,41.6,21.7,6.9,3.0,105.2,37.7,89.5,29.3,61.6,8.4,27.9,21.4,27.7,13.9,48.1,20.8,9.4
18953,2017-03-28,2017,POR,122.0,DEN,113.0,1540.41217391426,1535.1377461390848,1548.0639590491012,1527.4859610042436,111.3,41.1,84.9,30.3,58.4,10.8,26.5,18.3,25.4,10.9,46.5,21.4,6.2,5.5,113.2,42.2,88.9,30.8,56.2,11.4,32.7,17.4,20.8,12.8,45.0,24.0,7.6
18952,2017-03-28,2017,HOU,106.0,GSW,113.0,1634.17075898411,1735.5591067305713,1627.1124799664929,1742.6173857481886,122.5,41.6,87.4,26.0,45.3,15.6,42.1,23.7,31.5,11.6,41.8,27.3,9.6,3.7,106.5,39.6,86.9,29.5,56.6,10.1,30.3,17.2,21.5,10.8,41.6,26.7,10.4
18951,2017-03-28,2017,IND,114.0,MIN,115.0,1494.7937197228748,1481.9006310595619,1489.764487303871,1486.9298634785657,105.2,39.5,82.3,30.3,61.0,9.2,21.3,17.0,20.6,8.3,42.5,20.5,6.5,5.0,106.1,40.8,86.7,34.6,67.8,6.2,18.9,18.3,23.0,12.4,42.0,23.8,8.6
18950,2017-03-28,2017,ATL,95.0,PHO,91.0,1436.4653471643037,1331.3290681091878,1439.5976721034435,1328.196743170048,102.2,36.2,82.0,28.2,57.6,8.0,24.4,21.8,31.1,11.3,43.6,20.8,9.3,5.3,104.7,39.2,87.7,32.9,67.7,6.3,20.0,20.0,27.5,9.9,42.5,20.7,8.3
18943,2017-03-28,2017,DET,96.0,MIA,97.0,1418.7642116335292,1548.137498928588,1415.7315482679314,1551.1701622941857,102.7,39.7,91.1,31.5,66.5,8.2,24.6,15.1,22.1,11.3,50.0,21.8,6.8,3.5,104.8,39.6,89.6,29.2,59.4,10.4,30.2,15.2,19.6,13.4,46.6,21.2,6.8
18944,2017-03-28,2017,BRK,101.0,PHI,106.0,1353.183759685568,1408.55236026022,1346.1806222308646,1415.5554977149234,108.4,37.2,83.8,25.6,52.6,11.6,31.2,22.4,29.3,10.5,45.3,22.1,5.9,4.7,105.4,39.5,88.6,30.4,60.3,9.1,28.3,17.3,22.0,10.0,43.3,22.4,9.2
18942,2017-03-28,2017,CHO,108.0,MIL,118.0,1490.8122215144094,1504.8208779901306,1478.9388192379122,1516.6942802666279,108.1,39.7,86.2,28.7,54.5,11.0,31.7,17.7,22.1,8.5,41.7,25.3,7.6,3.8,105.0,38.5,81.2,27.6,54.6,10.9,26.6,17.1,22.5,8.3,38.3,23.8,7.9
18947,2017-03-28,2017,LAL,108.0,WAS,119.0,1323.5293524952085,1599.3086375972878,1319.3218720678426,1603.5161180246537,105.3,40.7,86.8,32.1,62.2,8.6,24.6,15.3,21.1,8.8,41.1,22.2,7.7,4.2,115.2,41.9,87.7,33.2,62.1,8.7,25.6,22.7,29.2,9.2,43.3,24.1,8.3
18969,2017-03-29,2017,SAS,98.0,GSW,110.0,1706.04889975763,1742.6173857481886,1693.6911641726074,1754.975121333211,106.7,40.7,86.1,30.1,58.8,10.6,27.3,14.7,19.3,10.3,44.9,26.8,8.1,6.1,106.8,39.6,86.5,29.2,55.3,10.4,31.2,17.2,21.8,11.2,43.3,27.5,10.1
18975,2017-03-29,2017,NYK,88.0,MIA,105.0,1383.7372339322142,1551.1701622941857,1374.384732168629,1560.522664057771,105.1,40.5,83.7,32.4,60.3,8.1,23.4,16.0,19.6,8.3,41.2,21.8,7.6,5.4,103.9,39.1,88.9,29.3,59.9,9.8,29.0,15.9,20.6,13.1,46.2,20.7,6.8
18974,2017-03-29,2017,MEM,110.0,IND,97.0,1521.3884939135053,1489.764487303871,1529.971492085641,1481.1814891317351,104.1,36.0,82.0,26.6,56.2,9.4,25.8,22.7,28.8,11.4,40.9,22.9,7.6,3.9,95.7,36.0,83.1,27.0,58.1,9.0,25.0,14.7,19.6,11.6,43.4,22.8,7.9
18970,2017-03-29,2017,ORL,106.0,OKC,114.0,1388.1052002128977,1564.5729902924268,1382.5344555339757,1570.1437349713487,104.4,38.7,88.3,31.2,62.5,7.5,25.8,19.5,24.6,11.0,46.4,21.9,6.8,4.4,105.3,37.7,88.0,29.3,60.4,8.4,27.6,21.5,27.5,13.7,47.4,20.5,9.9
18965,2017-03-29,2017,TOR,106.0,CHO,110.0,1587.2097123822991,1478.9388192379122,1577.0304240116661,1489.1181076085452,107.7,40.0,83.6,31.7,62.3,8.3,21.3,19.4,25.2,9.9,44.5,18.0,7.1,5.7,102.4,36.7,84.7,25.4,53.0,11.3,31.7,17.7,20.4,8.2,42.1,20.4,7.5
18956,2017-03-29,2017,SAC,82.0,UTA,112.0,1403.6826880370756,1568.5589155024788,1389.5649219871534,1582.676681552401,102.1,38.7,82.0,29.2,59.5,9.5,22.5,15.2,20.0,7.6,39.9,21.3,6.0,4.1,99.8,37.3,82.0,28.3,56.5,9.0,25.5,16.2,21.7,10.4,44.2,20.3,6.5
18960,2017-03-29,2017,NOP,121.0,DAL,118.0,1512.9985898224336,1454.8842151311246,1516.4690784487243,1451.413726504834,104.4,39.2,85.4,30.5,58.0,8.7,27.4,17.3,22.1,8.5,46.7,21.6,7.4,5.4,94.5,35.6,82.1,25.1,52.2,10.5,29.9,12.8,16.9,5.3,35.4,20.6,6.9
18957,2017-03-29,2017,BOS,100.0,MIL,103.0,1600.538971230774,1516.6942802666279,1592.067988818329,1525.1652626790728,110.2,39.6,84.6,27.2,50.6,12.4,34.0,18.6,23.1,9.8,44.0,25.9,8.2,4.6,105.2,39.6,81.3,29.0,54.8,10.6,26.5,15.4,20.5,7.8,38.8,24.1,7.3
18962,2017-03-29,2017,LAC,133.0,WAS,124.0,1575.0198593747573,1603.5161180246537,1583.8247658407242,1594.7112115586867,107.5,38.9,82.6,30.3,55.5,8.6,27.1,21.1,28.5,8.8,43.8,22.8,8.2,3.4,115.9,42.9,88.1,34.1,62.6,8.8,25.5,21.3,27.7,9.3,43.1,24.6,8.7
18958,2017-03-29,2017,PHI,92.0,ATL,99.0,1415.5554977149234,1439.5976721034435,1406.2393494427379,1448.913820375629,110.0,39.9,85.0,29.1,54.3,10.8,30.7,19.4,24.5,9.6,41.8,27.5,8.8,4.9,99.3,35.6,81.9,26.7,54.9,8.9,27.0,19.2,26.3,9.3,45.7,21.7,7.5
18978,2017-03-30,2017,CHI,99.0,CLE,93.0,1480.072237849717,1546.281937623959,1488.1718849863362,1538.18229048734,102.8,39.3,88.9,30.6,64.3,8.7,24.6,15.5,19.5,11.2,43.4,25.3,8.9,4.4,105.8,39.8,81.9,27.3,47.4,12.5,34.5,13.7,18.6,6.7,39.8,23.1,4.6
18979,2017-03-30,2017,DET,90.0,BRK,89.0,1415.7315482679314,1346.1806222308646,1418.1096363107508,1343.8025341880452,102.5,39.7,91.4,31.3,66.0,8.4,25.4,14.7,22.0,12.0,49.6,22.3,7.3,3.6,107.6,38.5,82.8,29.2,54.9,9.3,27.9,21.3,27.1,8.5,42.3,20.8,8.0
18980,2017-03-30,2017,MIN,119.0,LAL,104.0,1486.9298634785657,1319.3218720678426,1491.771386923433,1314.4803486229753,107.5,40.5,81.9,34.1,63.2,6.4,18.7,20.1,24.3,10.6,41.6,24.1,9.2,3.0,108.0,40.5,92.7,31.4,64.4,9.1,28.3,17.9,24.3,12.0,43.8,20.7,9.8
18981,2017-03-30,2017,POR,117.0,HOU,107.0,1548.0639590491012,1627.1124799664929,1559.4623505347797,1615.7140884808143,113.1,41.6,85.2,30.9,59.0,10.7,26.2,19.2,26.7,11.2,46.8,21.3,6.7,5.6,113.7,38.6,85.7,25.3,46.3,13.3,39.4,23.2,28.4,10.1,45.5,22.8,7.8
18985,2017-03-30,2017,PHO,118.0,LAC,124.0,1328.196743170048,1583.8247658407242,1324.9279733343894,1587.0935356763828,113.4,42.9,90.7,36.3,70.1,6.6,20.6,21.0,26.2,10.9,47.9,22.5,7.4,7.7,105.8,39.0,81.0,28.4,53.7,10.6,27.3,17.2,23.7,8.0,40.0,20.7,5.9
